Model,Scenario,Year,population,Country,gdp
OECD Env-Growth,SSP4_v9_130325,2055,0.140526691588785,Aruba,34907.387768693
OECD Env-Growth,SSP4_v9_130325,2060,0.140526691588785,Aruba,44124.5070109883
OECD Env-Growth,SSP4_v9_130325,2065,0.140526691588785,Aruba,54665.3614636133
OECD Env-Growth,SSP4_v9_130325,2070,0.139577186915888,Aruba,66366.5270265272
OECD Env-Growth,SSP4_v9_130325,2075,0.136728672897196,Aruba,78999.2099596731
OECD Env-Growth,SSP4_v9_130325,2080,0.132930654205607,Aruba,92318.27411299
OECD Env-Growth,SSP4_v9_130325,2085,0.129132635514019,Aruba,105539.283806282
OECD Env-Growth,SSP4_v9_130325,2090,0.124385112149533,Aruba,118629.554219542
OECD Env-Growth,SSP4_v9_130325,2095,0.11868808411215,Aruba,131327.606792704
OECD Env-Growth,SSP4_v9_130325,2100,0.112041551401869,Aruba,143388.305375708
OECD Env-Growth,SSP5_v9_130325,2010,0.101597,Aruba,2467.70391061453
OECD Env-Growth,SSP5_v9_130325,2015,0.112991056074766,Aruba,3399.22128084651
OECD Env-Growth,SSP5_v9_130325,2020,0.120587093457944,Aruba,4526.84757112732
OECD Env-Growth,SSP5_v9_130325,2025,0.129132635514019,Aruba,6455.25195160755
OECD Env-Growth,SSP5_v9_130325,2030,0.135779168224299,Aruba,9625.67949239708
OECD Env-Growth,SSP5_v9_130325,2035,0.142425700934579,Aruba,14463.0328536017
OECD Env-Growth,SSP5_v9_130325,2040,0.14907223364486,Aruba,21098.051315254
OECD Env-Growth,SSP5_v9_130325,2045,0.153819757009346,Aruba,29792.2134374191
OECD Env-Growth,SSP5_v9_130325,2050,0.157617775700935,Aruba,40823.3401901662
OECD Env-Growth,SSP5_v9_130325,2055,0.160466289719626,Aruba,54371.19808354
OECD Env-Growth,SSP5_v9_130325,2060,0.161415794392523,Aruba,70566.5263975731
OECD Env-Growth,SSP5_v9_130325,2065,0.162365299065421,Aruba,89360.2979022533
OECD Env-Growth,SSP5_v9_130325,2070,0.161415794392523,Aruba,110621.773317548
OECD Env-Growth,SSP5_v9_130325,2075,0.159516785046729,Aruba,134138.501313404
OECD Env-Growth,SSP5_v9_130325,2080,0.15571876635514,Aruba,159665.345739761
OECD Env-Growth,SSP5_v9_130325,2085,0.150971242990654,Aruba,185502.695956196
OECD Env-Growth,SSP5_v9_130325,2090,0.144324710280374,Aruba,211160.279662585
OECD Env-Growth,SSP5_v9_130325,2095,0.136728672897196,Aruba,235853.661178734
OECD Env-Growth,SSP5_v9_130325,2100,0.128183130841122,Aruba,258373.502164343
OECD Env-Growth,SSP1_v9_130325,2010,27.962207,Afghanistan,15936.8006362487
OECD Env-Growth,SSP1_v9_130325,2015,31.4695002503502,Afghanistan,20390.3910817949
OECD Env-Growth,SSP1_v9_130325,2020,35.1931062570037,Afghanistan,25316.4746901206
OECD Env-Growth,SSP1_v9_130325,2025,38.9176024396091,Afghanistan,33599.2284756919
OECD Env-Growth,SSP1_v9_130325,2030,42.4382483292372,Afghanistan,46892.8064911744
OECD Env-Growth,SSP1_v9_130325,2035,45.8342695856042,Afghanistan,67300.3168904613
OECD Env-Growth,SSP1_v9_130325,2040,48.960567528556,Afghanistan,97154.2666818389
OECD Env-Growth,SSP1_v9_130325,2045,51.7031996362537,Afghanistan,139026.405335544
OECD Env-Growth,SSP1_v9_130325,2050,54.0158767592003,Afghanistan,195448.679908646
OECD Env-Growth,SSP1_v9_130325,2055,55.943997870941,Afghanistan,268485.680090679
OECD Env-Growth,SSP1_v9_130325,2060,57.467088924583,Afghanistan,359240.745894005
OECD Env-Growth,SSP1_v9_130325,2065,58.6884103305425,Afghanistan,468274.962949424
OECD Env-Growth,SSP1_v9_130325,2070,59.5883782178785,Afghanistan,594715.246064843
OECD Env-Growth,SSP1_v9_130325,2075,60.1482988916019,Afghanistan,736988.757945684
OECD Env-Growth,SSP1_v9_130325,2080,60.3752937593276,Afghanistan,892855.435898118
OECD Env-Growth,SSP1_v9_130325,2085,60.2782645805743,Afghanistan,1058909.81969005
OECD Env-Growth,SSP1_v9_130325,2090,59.8741246984274,Afghanistan,1232038.33345261
OECD Env-Growth,SSP1_v9_130325,2095,59.174446400261,Afghanistan,1409435.12104887
OECD Env-Growth,SSP1_v9_130325,2100,58.1970332051127,Afghanistan,1586942.75622589
OECD Env-Growth,SSP2_v9_130325,2010,27.962207,Afghanistan,15936.8006362487
OECD Env-Growth,SSP2_v9_130325,2015,31.8273509830001,Afghanistan,20622.3578338116
OECD Env-Growth,SSP2_v9_130325,2020,36.1429239976442,Afghanistan,25753.8732520414
OECD Env-Growth,SSP2_v9_130325,2025,40.8964635806061,Afghanistan,33275.2453921557
OECD Env-Growth,SSP2_v9_130325,2030,46.0123047759773,Afghanistan,43609.7493791443
OECD Env-Growth,SSP2_v9_130325,2035,51.3088516895772,Afghanistan,57399.3596189578
OECD Env-Growth,SSP2_v9_130325,2040,56.6143003626958,Afghanistan,76105.6378424763
OECD Env-Growth,SSP2_v9_130325,2045,61.8396332001464,Afghanistan,101220.532569128
OECD Env-Growth,SSP2_v9_130325,2050,66.9074048941169,Afghanistan,134545.423982011
OECD Env-Growth,SSP2_v9_130325,2055,71.7864592862919,Afghanistan,178034.482172837
OECD Env-Growth,SSP2_v9_130325,2060,76.3966805410034,Afghanistan,233776.263875631
OECD Env-Growth,SSP2_v9_130325,2065,80.7282767227811,Afghanistan,304675.48928585
OECD Env-Growth,SSP2_v9_130325,2070,84.674426717401,Afghanistan,393951.446057866
OECD Env-Growth,SSP2_v9_130325,2075,88.2992231933974,Afghanistan,505206.466574935
OECD Env-Growth,SSP2_v9_130325,2080,91.5982152710111,Afghanistan,641683.80553592
OECD Env-Growth,SSP2_v9_130325,2085,94.5153218652744,Afghanistan,806461.516225882
OECD Env-Growth,SSP2_v9_130325,2090,97.0113752343054,Afghanistan,1001945.29073539
OECD Env-Growth,SSP2_v9_130325,2095,99.0436469324144,Afghanistan,1230428.26164249
OECD Env-Growth,SSP2_v9_130325,2100,100.666437692665,Afghanistan,1494003.69349352
OECD Env-Growth,SSP3_v9_130325,2010,27.962207,Afghanistan,15936.8006362487
OECD Env-Growth,SSP3_v9_130325,2015,32.1389125661531,Afghanistan,20824.3657802173
OECD Env-Growth,SSP3_v9_130325,2020,37.2859099198396,Afghanistan,26477.1644160788
OECD Env-Growth,SSP3_v9_130325,2025,43.3284242811028,Afghanistan,34046.898628108
OECD Env-Growth,SSP3_v9_130325,2030,50.1080043305106,Afghanistan,43608.0374473951
OECD Env-Growth,SSP3_v9_130325,2035,57.2578975758946,Afghanistan,55399.3953529538
OECD Env-Growth,SSP3_v9_130325,2040,64.8288440465109,Afghanistan,70506.7650567146
OECD Env-Growth,SSP3_v9_130325,2045,72.9214336249204,Afghanistan,89627.3307635398
OECD Env-Growth,SSP3_v9_130325,2050,81.5214234958933,Afghanistan,113324.318018916
OECD Env-Growth,SSP3_v9_130325,2055,90.2852057420094,Afghanistan,142036.837316514
OECD Env-Growth,SSP3_v9_130325,2060,99.0480978121737,Afghanistan,176275.90028347
OECD Env-Growth,SSP3_v9_130325,2065,107.729983870718,Afghanistan,216873.077766958
OECD Env-Growth,SSP3_v9_130325,2070,116.319291630269,Afghanistan,264568.780248508
OECD Env-Growth,SSP3_v9_130325,2075,124.839165665574,Afghanistan,319748.192371689
OECD Env-Growth,SSP3_v9_130325,2080,133.132935009105,Afghanistan,381929.83333204
OECD Env-Growth,SSP3_v9_130325,2085,141.151639983509,Afghanistan,450678.016499388
OECD Env-Growth,SSP3_v9_130325,2090,148.707453462944,Afghanistan,525689.301971187
OECD Env-Growth,SSP3_v9_130325,2095,155.697115036992,Afghanistan,606792.068589581
OECD Env-Growth,SSP3_v9_130325,2100,161.946150219088,Afghanistan,693791.15613516
OECD Env-Growth,SSP4_v9_130325,2010,27.962207,Afghanistan,15936.8006362487
OECD Env-Growth,SSP4_v9_130325,2015,32.0659181381001,Afghanistan,20776.859674177
OECD Env-Growth,SSP4_v9_130325,2020,37.031319597606,Afghanistan,26271.7326061747
OECD Env-Growth,SSP4_v9_130325,2025,42.7382376250159,Afghanistan,33465.6977992543
OECD Env-Growth,SSP4_v9_130325,2030,49.0958742732395,Afghanistan,42251.7595190907
OECD Env-Growth,SSP4_v9_130325,2035,55.7624019767605,Afghanistan,52424.4859557799
OECD Env-Growth,SSP4_v9_130325,2040,62.7974625243538,Afghanistan,64948.5506499965
OECD Env-Growth,SSP4_v9_130325,2045,70.282952103591,Afghanistan,80198.4386718784
OECD Env-Growth,SSP4_v9_130325,2050,78.1850440283013,Afghanistan,98361.6065479629
OECD Env-Growth,SSP4_v9_130325,2055,86.1645812608239,Afghanistan,119492.408111287
OECD Env-Growth,SSP4_v9_130325,2060,94.0782454729084,Afghanistan,143693.131283866
OECD Env-Growth,SSP4_v9_130325,2065,101.94295000764,Afghanistan,171410.162269304
OECD Env-Growth,SSP4_v9_130325,2070,109.780059087865,Afghanistan,202958.92449239
OECD Env-Growth,SSP4_v9_130325,2075,117.615387816185,Afghanistan,238367.664826987
OECD Env-Growth,SSP4_v9_130325,2080,125.301166984592,Afghanistan,277100.548635596
OECD Env-Growth,SSP4_v9_130325,2085,132.79199761954,Afghanistan,318889.230616527
OECD Env-Growth,SSP4_v9_130325,2090,139.918746290176,Afghanistan,363639.12654064
OECD Env-Growth,SSP4_v9_130325,2095,146.599516808927,Afghanistan,411438.400893016
OECD Env-Growth,SSP4_v9_130325,2100,152.678528384216,Afghanistan,462429.999974715
OECD Env-Growth,SSP5_v9_130325,2010,27.962207,Afghanistan,15936.8006362487
OECD Env-Growth,SSP5_v9_130325,2015,31.3956156463453,Afghanistan,20342.8849757546
OECD Env-Growth,SSP5_v9_130325,2020,34.9367355828664,Afghanistan,25185.939894244
OECD Env-Growth,SSP5_v9_130325,2025,38.3389880708965,Afghanistan,33835.903040019
OECD Env-Growth,SSP5_v9_130325,2030,41.4768583012225,Afghanistan,48919.7336822283
OECD Env-Growth,SSP5_v9_130325,2035,44.4411442209347,Afghanistan,73461.1312728981
OECD Env-Growth,SSP5_v9_130325,2040,47.067163278938,Afghanistan,110217.161894117
OECD Env-Growth,SSP5_v9_130325,2045,49.2311810179231,Afghanistan,162683.162194815
OECD Env-Growth,SSP5_v9_130325,2050,50.8993707517191,Afghanistan,234409.250639898
OECD Env-Growth,SSP5_v9_130325,2055,52.1367153248122,Afghanistan,328528.262330403
OECD Env-Growth,SSP5_v9_130325,2060,52.9423245612505,Afghanistan,447044.013378771
OECD Env-Growth,SSP5_v9_130325,2065,53.5031354109258,Afghanistan,592129.373157675
OECD Env-Growth,SSP5_v9_130325,2070,53.8173675219343,Afghanistan,764032.999753686
OECD Env-Growth,SSP5_v9_130325,2075,53.8805700145167,Afghanistan,962689.839760334
OECD Env-Growth,SSP5_v9_130325,2080,53.7194481672291,Afghanistan,1188352.40311063
OECD Env-Growth,SSP5_v9_130325,2085,53.3580367307717,Afghanistan,1439167.52368605
OECD Env-Growth,SSP5_v9_130325,2090,52.8185901039412,Afghanistan,1713869.22795808
OECD Env-Growth,SSP5_v9_130325,2095,52.1162412779193,Afghanistan,2011606.68584736
OECD Env-Growth,SSP5_v9_130325,2100,51.2687937717433,Afghanistan,2329394.71636621
OECD Env-Growth,SSP1_v9_130325,2010,21.219954,Angola,82470.9131207314
OECD Env-Growth,SSP1_v9_130325,2015,24.2157907087307,Angola,106379.171166158
OECD Env-Growth,SSP1_v9_130325,2020,27.3372879772561,Angola,143725.326005268
OECD Env-Growth,SSP1_v9_130325,2025,30.375382219369,Angola,169948.445625228
OECD Env-Growth,SSP1_v9_130325,2030,33.1955165524578,Angola,194147.523825146
OECD Env-Growth,SSP1_v9_130325,2035,35.8855421643434,Angola,218507.054524092
OECD Env-Growth,SSP1_v9_130325,2040,38.373176432135,Angola,254135.030519432
OECD Env-Growth,SSP1_v9_130325,2045,40.6017052978723,Angola,309202.82960026
OECD Env-Growth,SSP1_v9_130325,2050,42.5322073492296,Angola,388590.881945376
OECD Env-Growth,SSP1_v9_130325,2055,44.1846993125459,Angola,494253.031006498
OECD Env-Growth,SSP1_v9_130325,2060,45.5602932281731,Angola,627486.267817445
OECD Env-Growth,SSP1_v9_130325,2065,46.6545409347029,Angola,787261.022176113
OECD Env-Growth,SSP1_v9_130325,2070,47.4518738672047,Angola,969637.8509553
OECD Env-Growth,SSP1_v9_130325,2075,47.9489559046222,Angola,1170063.07880496
OECD Env-Growth,SSP1_v9_130325,2080,48.1468990873074,Angola,1383105.55577097
OECD Env-Growth,SSP1_v9_130325,2085,48.0579358591343,Angola,1602543.56906547
OECD Env-Growth,SSP1_v9_130325,2090,47.6898505025679,Angola,1823327.87910964
OECD Env-Growth,SSP1_v9_130325,2095,47.0570995421864,Angola,2040056.58510282
OECD Env-Growth,SSP1_v9_130325,2100,46.1897080674982,Angola,2246197.93323039
OECD Env-Growth,SSP2_v9_130325,2010,21.219954,Angola,82470.9131207314
OECD Env-Growth,SSP2_v9_130325,2015,24.4793442721937,Angola,107535.766263326
OECD Env-Growth,SSP2_v9_130325,2020,28.0667864482759,Angola,144396.385154853
OECD Env-Growth,SSP2_v9_130325,2025,31.7609844981658,Angola,167189.832608068
OECD Env-Growth,SSP2_v9_130325,2030,35.4240454181952,Angola,182553.159390099
OECD Env-Growth,SSP2_v9_130325,2035,38.9714541415994,Angola,190657.681971264
OECD Env-Growth,SSP2_v9_130325,2040,42.439908,Angola,204535.151757078
OECD Env-Growth,SSP2_v9_130325,2045,45.7549002898019,Angola,230280.256640348
OECD Env-Growth,SSP2_v9_130325,2050,48.9030865267792,Angola,271448.022302686
OECD Env-Growth,SSP2_v9_130325,2055,51.7610302318415,Angola,329574.447146255
OECD Env-Growth,SSP2_v9_130325,2060,54.3298434453412,Angola,406518.941641575
OECD Env-Growth,SSP2_v9_130325,2065,56.5661565935437,Angola,504330.617911661
OECD Env-Growth,SSP2_v9_130325,2070,58.4910984431401,Angola,624666.649423049
OECD Env-Growth,SSP2_v9_130325,2075,60.0468428958181,Angola,768323.44884019
OECD Env-Growth,SSP2_v9_130325,2080,61.3201290990462,Angola,935622.756851241
OECD Env-Growth,SSP2_v9_130325,2085,62.3076209317682,Angola,1125929.44898088
OECD Env-Growth,SSP2_v9_130325,2090,62.9392598517975,Angola,1338427.89169237
OECD Env-Growth,SSP2_v9_130325,2095,63.25396727146,Angola,1571995.75318262
OECD Env-Growth,SSP2_v9_130325,2100,63.2661997153338,Angola,1825290.91515244
OECD Env-Growth,SSP3_v9_130325,2010,21.219954,Angola,82470.9131207314
OECD Env-Growth,SSP3_v9_130325,2015,24.5115934424065,Angola,107677.833580175
OECD Env-Growth,SSP3_v9_130325,2020,28.3481326573734,Angola,143294.109914127
OECD Env-Growth,SSP3_v9_130325,2025,32.6172555693324,Angola,166432.697378274
OECD Env-Growth,SSP3_v9_130325,2030,37.094330027146,Angola,182014.139276173
OECD Env-Growth,SSP3_v9_130325,2035,41.5335951129861,Angola,186625.47724306
OECD Env-Growth,SSP3_v9_130325,2040,45.9684120374175,Angola,188278.472259099
OECD Env-Growth,SSP3_v9_130325,2045,50.5010885128393,Angola,193712.12928351
OECD Env-Growth,SSP3_v9_130325,2050,55.0715743602348,Angola,206579.2497395
OECD Env-Growth,SSP3_v9_130325,2055,59.4908227197359,Angola,227389.604587528
OECD Env-Growth,SSP3_v9_130325,2060,63.6643101614087,Angola,255889.144037463
OECD Env-Growth,SSP3_v9_130325,2065,67.5753560799707,Angola,292099.596031883
OECD Env-Growth,SSP3_v9_130325,2070,71.2473133228173,Angola,335756.046809369
OECD Env-Growth,SSP3_v9_130325,2075,74.7179912619222,Angola,386678.822998613
OECD Env-Growth,SSP3_v9_130325,2080,77.9718213323551,Angola,444040.591401497
OECD Env-Growth,SSP3_v9_130325,2085,81.0277082201027,Angola,507145.222165462
OECD Env-Growth,SSP3_v9_130325,2090,83.6921569038885,Angola,575124.433277534
OECD Env-Growth,SSP3_v9_130325,2095,86.1442058804109,Angola,648630.898705116
OECD Env-Growth,SSP3_v9_130325,2100,88.1903601283933,Angola,727051.221915464
OECD Env-Growth,SSP4_v9_130325,2010,21.219954,Angola,82470.9131207314
OECD Env-Growth,SSP4_v9_130325,2015,24.5482907740279,Angola,107838.286079204
OECD Env-Growth,SSP4_v9_130325,2020,28.4548885311812,Angola,143872.407462711
OECD Env-Growth,SSP4_v9_130325,2025,32.8207589537784,Angola,168201.01762799
OECD Env-Growth,SSP4_v9_130325,2030,37.3934688818782,Angola,188062.864213528
OECD Env-Growth,SSP4_v9_130325,2035,41.9194731151871,Angola,200899.899825951
OECD Env-Growth,SSP4_v9_130325,2040,46.4299087835657,Angola,214837.539298901
OECD Env-Growth,SSP4_v9_130325,2045,51.0315317608217,Angola,237722.912663018
OECD Env-Growth,SSP4_v9_130325,2050,55.6587316661776,Angola,275017.254715983
OECD Env-Growth,SSP4_v9_130325,2055,60.1213495994131,Angola,329285.298371963
OECD Env-Growth,SSP4_v9_130325,2060,64.3215260095378,Angola,402524.342967831
OECD Env-Growth,SSP4_v9_130325,2065,68.2359080491563,Angola,497120.283736543
OECD Env-Growth,SSP4_v9_130325,2070,71.887848565664,Angola,615261.79304767
OECD Env-Growth,SSP4_v9_130325,2075,75.3129328503301,Angola,758772.346697466
OECD Env-Growth,SSP4_v9_130325,2080,78.4944802978723,Angola,927630.216743357
OECD Env-Growth,SSP4_v9_130325,2085,81.449171513573,Angola,1121681.6362071
OECD Env-Growth,SSP4_v9_130325,2090,83.9779512743947,Angola,1339465.81879547
OECD Env-Growth,SSP4_v9_130325,2095,86.259858077036,Angola,1582783.67667202
OECD Env-Growth,SSP4_v9_130325,2100,88.0980607791636,Angola,1850593.93997329
OECD Env-Growth,SSP5_v9_130325,2010,21.219954,Angola,82470.9131207314
OECD Env-Growth,SSP5_v9_130325,2015,24.2335833543654,Angola,106457.726035475
OECD Env-Growth,SSP5_v9_130325,2020,27.3951140755686,Angola,145102.543288601
OECD Env-Growth,SSP5_v9_130325,2025,30.4943705370506,Angola,179462.777403591
OECD Env-Growth,SSP5_v9_130325,2030,33.3767791298606,Angola,220719.126216435
OECD Env-Growth,SSP5_v9_130325,2035,36.1290790014673,Angola,270363.296554042
OECD Env-Growth,SSP5_v9_130325,2040,38.6823236500367,Angola,335342.38021031
OECD Env-Growth,SSP5_v9_130325,2045,40.9786869772561,Angola,426496.949150889
OECD Env-Growth,SSP5_v9_130325,2050,42.9759114497432,Angola,554689.303284007
OECD Env-Growth,SSP5_v9_130325,2055,44.6906776727806,Angola,726533.929744115
OECD Env-Growth,SSP5_v9_130325,2060,46.120761565664,Angola,946945.522004077
OECD Env-Growth,SSP5_v9_130325,2065,47.2583788459281,Angola,1216843.33917291
OECD Env-Growth,SSP5_v9_130325,2070,48.090185029347,Angola,1532368.16437294
OECD Env-Growth,SSP5_v9_130325,2075,48.6095078738078,Angola,1888768.26370061
OECD Env-Growth,SSP5_v9_130325,2080,48.8219075810712,Angola,2279647.26513735
OECD Env-Growth,SSP5_v9_130325,2085,48.7351684336024,Angola,2697364.45410699
OECD Env-Growth,SSP5_v9_130325,2090,48.360410834923,Angola,3135598.67069988
OECD Env-Growth,SSP5_v9_130325,2095,47.7120913096112,Angola,3586817.84005273
OECD Env-Growth,SSP5_v9_130325,2100,46.8224590278797,Angola,4040466.36052369
OECD Env-Growth,SSP1_v9_130325,2010,2.913021,Albania,11926.953258916
OECD Env-Growth,SSP1_v9_130325,2015,2.93756892977528,Albania,13080.5318711249
OECD Env-Growth,SSP1_v9_130325,2020,2.95029748595506,Albania,14797.2939759833
OECD Env-Growth,SSP1_v9_130325,2025,2.94938830337079,Albania,17068.4929791275
OECD Env-Growth,SSP1_v9_130325,2030,2.93302301685393,Albania,19940.7773838312
OECD Env-Growth,SSP1_v9_130325,2035,2.90756590449438,Albania,23340.77298182
OECD Env-Growth,SSP1_v9_130325,2040,2.8739261488764,Albania,27021.1455213608
OECD Env-Growth,SSP1_v9_130325,2045,2.83028538483146,Albania,30753.5117051756
OECD Env-Growth,SSP1_v9_130325,2050,2.77482524719101,Albania,34201.1276502564
OECD Env-Growth,SSP1_v9_130325,2055,2.7093641011236,Albania,37386.345764422
OECD Env-Growth,SSP1_v9_130325,2060,2.63572031179775,Albania,40346.0961127641
OECD Env-Growth,SSP1_v9_130325,2065,2.55116633146067,Albania,42921.9681529154
OECD Env-Growth,SSP1_v9_130325,2070,2.4575205252809,Albania,44934.6567004172
OECD Env-Growth,SSP1_v9_130325,2075,2.35387371067416,Albania,46496.409716272
OECD Env-Growth,SSP1_v9_130325,2080,2.2356799747191,Albania,47622.290779662
OECD Env-Growth,SSP1_v9_130325,2085,2.10021176966292,Albania,48180.6150532205
OECD Env-Growth,SSP1_v9_130325,2090,1.95292419101124,Albania,48240.8693699492
OECD Env-Growth,SSP1_v9_130325,2095,1.80290906460674,Albania,47909.9565498506
OECD Env-Growth,SSP1_v9_130325,2100,1.64562047752809,Albania,47137.3407143779
OECD Env-Growth,SSP2_v9_130325,2010,2.913021,Albania,11926.953258916
OECD Env-Growth,SSP2_v9_130325,2015,2.94575157303371,Albania,13116.9760143075
OECD Env-Growth,SSP2_v9_130325,2020,2.97393623314607,Albania,14850.7453859846
OECD Env-Growth,SSP2_v9_130325,2025,2.99302906741573,Albania,16852.743651486
OECD Env-Growth,SSP2_v9_130325,2030,3.00121171067416,Albania,18985.454910536
OECD Env-Growth,SSP2_v9_130325,2035,2.99484743258427,Albania,21164.3287509508
OECD Env-Growth,SSP2_v9_130325,2040,2.97666378089888,Albania,23493.3524612781
OECD Env-Growth,SSP2_v9_130325,2045,2.94847912078652,Albania,25919.5605534259
OECD Env-Growth,SSP2_v9_130325,2050,2.91029345224719,Albania,28283.0847192995
